lat,long,Consequence
48.8581,2.35178,Blesse leger
48.8581,2.36446,Blesse hospitalise
48.8581,2.37164,Blesse leger
48.8581,2.40337,Blesse leger
48.8582,2.29226,Blesse leger
48.8582,2.38646,Blesse leger
48.8583,2.32243,Blesse leger
48.8583,2.34337,Blesse leger
48.8583,2.3638,Blesse hospitalise
48.8583,2.40317,Blesse leger
48.8584,2.31365,Blesse leger
48.8584,2.34199,Indemne
48.8584,2.3894,Blesse leger
48.8584,2.40297,Blesse leger
48.8585,2.24489,Blesse hospitalise
48.8585,2.24489,Blesse leger
48.8585,2.28867,Blesse leger
48.8585,2.32187,Blesse leger
48.8585,2.33243,Blesse leger
48.8585,2.3482,Blesse leger
48.8585,2.3482,Indemne
48.8585,2.35524,Blesse leger
48.8585,2.36845,Blesse hospitalise
48.8585,2.38366,Blesse leger
48.85854,2.34825,Blesse leger
48.8586,2.37991,Blesse leger
48.8587,2.34139,Blesse leger
48.8587,2.36279,Indemne
48.8587,2.37857,Blesse leger
48.8587,2.38431,Blesse leger
48.8588,2.28906,Blesse leger
48.8588,2.34748,Blesse leger
48.8588,2.3846,Blesse leger
48.8589,2.347,Blesse leger
48.8589,2.36771,Blesse leger
48.8589,2.37966,Blesse leger
48.859,2.29328,Blesse leger
48.859,2.35021,Blesse leger
48.859,2.35922,Blesse leger
48.8591,2.34641,Indemne
48.8591,2.37789,Blesse leger
48.8592,2.30061,Blesse leger
48.8592,2.33789,Blesse leger
48.8593,2.29758,Blesse leger
48.8593,2.29758,Indemne
48.8593,2.33019,Blesse leger
48.8593,2.34866,Blesse leger
48.8593,2.34866,Indemne
48.8593,2.38685,Blesse leger
48.8593,2.38685,Indemne
48.8594,2.32914,Blesse leger
48.8594,2.37584,Blesse leger
48.8595,2.30628,Blesse leger
48.8595,2.32936,Blesse leger
48.8595,2.35251,Blesse leger
48.8595,2.36759,Blesse leger
48.8595,2.3792,Blesse leger
48.8596,2.29298,Blesse leger
48.8596,2.33571,Blesse leger
48.8596,2.36755,Blesse leger
48.8597,2.29224,Blesse leger
48.8598,2.3887,Blesse leger
48.8599,2.31574,Blesse leger
48.8599,2.31718,Blesse leger
48.8599,2.32816,Blesse leger
48.8599,2.34395,Blesse leger
48.8599,2.38898,Blesse leger
48.86,2.31479,Blesse leger
48.86,2.37189,Blesse leger
48.86,2.37761,Blesse leger
48.8601,2.33333,Blesse leger
48.8601,2.34337,Blesse leger
48.8601,2.36743,Blesse leger
48.8601,2.37261,Blesse leger
48.8602,2.29056,Blesse leger
48.8602,2.34826,Blesse leger
48.8603,2.35292,Blesse leger
48.8603,2.36455,Blesse leger
48.8604,2.34232,Blesse leger
48.8604,2.38873,Blesse leger
48.8605,2.27345,Indemne
48.8605,2.34442,Blesse leger
48.8606,2.29553,Blesse leger
48.8606,2.34934,Blesse leger
48.8606,2.37828,Blesse leger
48.8606,2.38162,Blesse leger
48.8607,2.34941,Blesse leger
48.8607,2.36729,Blesse leger
48.8607,2.40274,Blesse leger
48.8608,2.3303,Blesse leger
48.861,2.35411,Blesse leger
48.861,2.37475,Blesse leger
48.8611,2.3126,Indemne
48.8611,2.31318,Blesse leger
48.8612,2.32058,Blesse hospitalise
48.8612,2.35345,Blesse leger
48.8612,2.35819,Blesse leger
48.8612,2.35819,Indemne
48.8613,2.33977,Blesse leger
48.8613,2.38178,Blesse hospitalise
48.8614,2.34595,Blesse leger
48.8614,2.36714,Blesse leger
48.8615,2.33907,Blesse hospitalise
48.8615,2.33907,Blesse leger
48.8616,2.36759,Indemne
48.8616,2.38471,Indemne
48.8617,2.37442,Indemne
48.8618,2.35086,Blesse leger
48.8619,2.37209,Blesse leger
48.862,2.35013,Indemne
48.8621,2.29959,Blesse leger
48.8622,2.33693,Blesse leger
48.8623,2.30505,Blesse leger
48.8623,2.32551,Blesse leger
48.8623,2.38515,Indemne
48.8624,2.28699,Blesse leger
48.8624,2.30201,Blesse leger
48.8624,2.30951,Blesse leger
48.8624,2.30962,Blesse hospitalise
48.8624,2.30962,Blesse leger
48.8624,2.34029,Blesse leger
48.8624,2.34157,Blesse leger
48.8624,2.35204,Indemne
48.8624,2.37985,Blesse hospitalise
48.8625,2.29373,Indemne
48.8625,2.33607,Blesse leger
48.8625,2.33607,Indemne
48.8625,2.36688,Blesse hospitalise
48.8625,2.36688,Blesse leger
48.8626,2.3673,Indemne
48.8626,2.4109,Indemne
48.8627,2.31096,Indemne
48.8627,2.31867,Blesse leger
48.8627,2.31902,Blesse hospitalise
48.8627,2.31902,Blesse leger
48.8627,2.31902,Tue
48.8627,2.33525,Blesse leger
48.8627,2.33736,Blesse leger
48.8627,2.35379,Blesse leger
48.8627,2.35426,Blesse leger
48.8628,2.31163,Blesse leger
48.8629,2.29191,Blesse leger
48.8629,2.34136,Indemne
48.8629,2.38742,Blesse leger
48.863,2.26851,Blesse leger
48.863,2.30966,Blesse leger
48.863,2.30966,Indemne
48.8631,2.3234,Blesse leger
48.8631,2.35876,Blesse leger
48.8631,2.36672,Blesse leger
48.8632,2.35164,Blesse leger
48.8632,2.35248,Blesse leger
48.8632,2.36463,Blesse leger
48.8632,2.37195,Blesse leger
48.8632,2.37968,Blesse leger
48.8634,2.2869,Blesse leger
48.8634,2.35094,Blesse leger
48.8634,2.36151,Blesse leger
48.8634,2.40881,Blesse leger
48.8635,2.33975,Blesse leger
48.8635,2.37053,Blesse leger
48.8635,2.37166,Blesse leger
48.8635,2.41069,Blesse leger
48.8636,2.37575,Blesse leger
48.8636,2.38335,Blesse leger
48.8637,2.26732,Blesse leger
48.8638,2.33207,Blesse hospitalise
48.8638,2.33207,Blesse leger
48.8638,2.35871,Blesse leger
48.8638,2.36629,Blesse leger
48.8638,2.37563,Blesse leger
48.8639,2.33592,Blesse leger
48.8639,2.34233,Indemne
48.8639,2.34908,Blesse leger
48.864,2.33134,Blesse hospitalise
48.864,2.33134,Blesse leger
48.864,2.33134,Indemne
48.864,2.34836,Blesse leger
48.864,2.37068,Blesse leger
48.864,2.37068,Indemne
48.864,2.37549,Blesse leger
48.864,2.38129,Blesse hospitalise
48.864,2.38129,Blesse leger
48.864,2.39186,Blesse leger
48.864,2.39915,Blesse leger
48.8641,2.27801,Blesse leger
48.8641,2.33604,Blesse leger
48.8641,2.35009,Indemne
48.8641,2.35136,Blesse leger
48.8641,2.381,Blesse hospitalise
48.8642,2.27237,Blesse leger
48.8642,2.30178,Blesse leger
48.8642,2.30178,Indemne
48.8642,2.30214,Blesse hospitalise
48.8642,2.30214,Blesse leger
48.8642,2.32014,Blesse leger
48.8642,2.33346,Blesse leger
48.8642,2.38023,Blesse hospitalise
48.8643,2.3551,Blesse leger
48.8643,2.3929,Blesse leger
48.8644,2.30185,Blesse leger
48.8644,2.33008,Blesse leger
48.8644,2.34667,Blesse leger
48.8644,2.3515,Blesse leger
48.8644,2.36901,Blesse leger
48.8645,2.40858,Blesse leger
48.8646,2.35529,Blesse leger
48.8646,2.36581,Blesse hospitalise
48.8646,2.37798,Blesse leger
48.8647,2.28265,Indemne
48.8647,2.30179,Blesse leger
48.8647,2.31363,Blesse leger
48.8647,2.32055,Blesse leger
48.8647,2.32896,Blesse leger
48.8647,2.34275,Blesse leger
48.8647,2.35967,Blesse leger
48.8647,2.39862,Blesse leger
48.8648,2.29718,Blesse leger
48.8648,2.33285,Blesse leger
48.8648,2.35329,Blesse hospitalise
48.8648,2.36834,Blesse leger
48.8649,2.29155,Blesse leger
48.8649,2.35989,Blesse leger
48.8649,2.36074,Blesse leger
48.8649,2.385,Blesse leger
48.8649,2.39722,Indemne
48.8649,2.3981,Blesse leger
48.865,2.31369,Blesse leger
48.865,2.32027,Blesse leger
48.865,2.3213,Blesse leger
48.865,2.37052,Indemne
48.8651,2.29935,Blesse leger
48.8651,2.32799,Blesse hospitalise
48.8652,2.28517,Indemne
48.8652,2.30785,Indemne
48.8652,2.35038,Indemne
48.8652,2.37516,Blesse leger
48.8653,2.30289,Blesse leger
48.8653,2.32728,Blesse leger
48.8653,2.34307,Blesse hospitalise
48.8653,2.34307,Blesse leger
48.8653,2.36539,Blesse leger
48.8653,2.37452,Blesse leger
48.8653,2.38453,Indemne
48.8653,2.3848,Blesse leger
48.8654,2.32697,Blesse leger
48.8655,2.35571,Blesse leger
48.8655,2.37345,Blesse leger
48.8655,2.38422,Blesse leger
48.8655,2.39799,Blesse leger
48.8656,2.3418,Blesse leger
48.8656,2.36705,Blesse hospitalise
48.8656,2.36942,Blesse leger
48.8657,2.2958,Blesse leger
48.8657,2.3522,Blesse leger
48.8657,2.37246,Blesse hospitalise
48.8657,2.37246,Blesse leger
48.8658,2.33015,Blesse leger
48.8658,2.33359,Blesse leger
48.8658,2.35169,Indemne
48.8658,2.37168,Indemne
48.8659,2.31989,Blesse leger
48.8659,2.35422,Blesse leger
48.8659,2.39931,Indemne
48.866,2.35376,Blesse leger
48.866,2.35376,Indemne
48.866,2.37396,Blesse leger
48.866,2.37702,Blesse leger
48.8661,2.33982,Blesse leger
48.8661,2.37014,Blesse leger
48.8662,2.28623,Blesse leger
48.8662,2.35251,Blesse leger
48.8662,2.36963,Blesse leger
48.8662,2.36963,Indemne
48.8662,2.3797,Blesse leger
48.8663,2.35202,Blesse leger
48.8664,2.28966,Blesse leger
48.8664,2.30511,Blesse leger
48.8664,2.32347,Blesse leger
48.8664,2.36039,Blesse leger
48.8664,2.36039,Indemne
48.8665,2.33413,Blesse hospitalise
48.8665,2.35109,Blesse leger
48.8665,2.36813,Blesse leger
48.8666,2.3219,Blesse leger
48.8666,2.33734,Blesse leger
48.8666,2.38125,Blesse leger
48.8666,2.38354,Blesse leger
48.8666,2.38354,Indemne
48.8667,2.36171,Blesse leger
48.8667,2.36518,Blesse leger
48.8667,2.36518,Indemne
48.8667,2.39709,Blesse leger
48.8668,2.34383,Indemne
48.8669,2.34943,Blesse leger
48.8669,2.34943,Indemne
48.867,2.30631,Blesse leger
48.867,2.32757,Blesse leger
48.867,2.35294,Blesse leger
48.867,2.3544,Blesse leger
48.8671,2.31393,Blesse leger
48.8671,2.38325,Blesse leger
48.8672,2.36302,Blesse leger
48.8673,2.31523,Blesse leger
48.8673,2.34774,Blesse leger
48.8673,2.36338,Blesse leger
48.8673,2.36338,Indemne
48.8674,2.32619,Blesse leger
48.8674,2.32961,Blesse leger
48.8674,2.38454,Blesse leger
48.8675,2.29922,Blesse leger
48.8676,2.37561,Blesse leger
48.8677,2.35483,Blesse leger
48.8678,2.31384,Blesse leger
48.8678,2.34375,Blesse leger
48.8679,2.28107,Blesse leger
48.8679,2.38657,Blesse leger
48.8679,2.40891,Blesse leger
48.868,2.36223,Blesse leger
48.868,2.38676,Blesse leger
48.868,2.39603,Blesse leger
48.8681,2.28175,Blesse leger
48.8681,2.36131,Indemne
48.8682,2.34361,Blesse leger
48.8682,2.3536,Blesse leger
48.8682,2.38773,Blesse hospitalise
48.8683,2.35987,Blesse leger
48.8683,2.3673,Blesse leger
48.8683,2.38135,Blesse leger
48.8683,2.38803,Blesse leger
48.8684,2.26572,Blesse leger
48.8684,2.32324,Blesse leger
48.8684,2.34765,Blesse leger
48.8684,2.34765,Indemne
48.8684,2.36283,Blesse leger
48.8685,2.2871,Blesse leger
48.8685,2.29887,Blesse leger
48.8685,2.30925,Blesse leger
48.8685,2.35883,Blesse leger
48.8685,2.36026,Blesse leger
48.8686,2.3582,Blesse leger
48.8686,2.363,Blesse leger
48.8687,2.34133,Blesse leger
48.8687,2.35387,Blesse leger
48.8688,2.2833,Blesse leger
48.8688,2.34331,Indemne
48.8688,2.37629,Blesse leger
48.8688,2.38062,Blesse leger
48.8689,2.3294,Blesse leger
48.8689,2.33667,Indemne
48.8689,2.35218,Blesse leger
48.8689,2.35633,Blesse leger
48.8689,2.35633,Indemne
48.869,2.31475,Blesse leger
48.869,2.35558,Blesse leger
48.869,2.35558,Indemne
48.8691,2.39141,Blesse leger
48.8692,2.30107,Blesse leger
48.8692,2.3548,Blesse leger
48.8692,2.36184,Blesse leger
48.8692,2.38085,Blesse leger
48.8693,2.30914,Blesse leger
48.8693,2.32391,Blesse hospitalise
48.8693,2.3926,Blesse leger
48.8694,2.36217,Indemne
48.8695,2.36635,Blesse leger
48.8696,2.3315,Blesse leger
48.8697,2.32647,Blesse leger
48.8697,2.35262,Blesse leger
48.8697,2.35262,Indemne
48.8698,2.36689,Blesse leger
48.8699,2.30733,Blesse leger
48.87,2.32,Blesse leger
48.87,2.37099,Blesse leger
48.8701,2.33375,Indemne
48.8701,2.3748,Blesse leger
48.8702,2.3322,Indemne
48.8702,2.35032,Blesse leger
48.8703,2.26428,Blesse leger
48.8703,2.3499,Blesse leger
48.8704,2.31291,Blesse leger
48.8704,2.35482,Blesse leger
48.8704,2.37073,Blesse leger
48.8705,2.30531,Blesse leger
48.8705,2.35303,Indemne
48.8706,2.32286,Blesse leger
48.8706,2.35495,Blesse leger
48.8707,2.28765,Blesse leger
48.8707,2.33257,Indemne
48.8709,2.34672,Blesse leger
48.8709,2.34672,Indemne
48.871,2.36592,Blesse leger
48.8711,2.34568,Blesse leger
48.8711,2.36514,Blesse leger
48.8711,2.39302,Blesse hospitalise
48.8712,2.33237,Blesse leger
48.8712,2.37008,Blesse leger
48.8713,2.28906,Blesse leger
48.8713,2.30088,Blesse leger
48.8714,2.27413,Blesse leger
48.8714,2.36488,Indemne
48.8714,2.37229,Blesse leger
48.8714,2.4041,Indemne
48.8715,2.36032,Blesse leger
48.8715,2.37766,Blesse leger
48.8715,2.39567,Blesse leger
48.8716,2.28481,Blesse hospitalise
48.8716,2.30678,Indemne
48.8716,2.33773,Blesse leger
48.8716,2.36221,Blesse leger
48.8716,2.40321,Indemne
48.8717,2.2758,Blesse leger
48.8717,2.3572,Blesse leger
48.8717,2.36541,Blesse hospitalise
48.8718,2.2741,Blesse leger
48.8718,2.36004,Blesse leger
48.8719,2.3407,Blesse leger
48.872,2.30045,Blesse leger
48.872,2.33998,Blesse leger
48.872,2.39184,Blesse leger
48.8721,2.27459,Blesse leger
48.8721,2.35396,Blesse leger
48.8721,2.37705,Blesse leger
48.8721,2.40586,Blesse leger
48.8722,2.28466,Blesse hospitalise
48.8722,2.30905,Blesse leger
48.8723,2.29527,Blesse leger
48.8723,2.35592,Blesse leger
48.8724,2.27715,Blesse leger
48.8724,2.29949,Blesse leger
48.8724,2.36408,Blesse leger
48.8725,2.3479,Blesse leger
48.8726,2.35769,Blesse leger
48.8727,2.28452,Blesse leger
48.8727,2.3742,Blesse hospitalise
48.8729,2.28215,Blesse leger
48.8729,2.31595,Blesse leger
48.873,2.32827,Blesse leger
48.873,2.32898,Blesse leger
48.873,2.33862,Blesse leger
48.873,2.38078,Blesse leger
48.8731,2.33165,Indemne
48.8732,2.29292,Blesse leger
48.8732,2.29458,Blesse leger
48.8732,2.3311,Blesse leger
48.8732,2.36348,Indemne
48.8732,2.36421,Indemne
48.8732,2.36567,Blesse leger
48.8735,2.29579,Blesse leger
48.8736,2.32832,Blesse leger
48.8736,2.32832,Indemne
48.8736,2.37499,Indemne
48.8737,2.29411,Blesse leger
48.8737,2.30647,Blesse leger
48.8737,2.31445,Indemne
48.8737,2.35826,Blesse hospitalise
48.8737,2.35826,Blesse leger
48.8737,2.35826,Indemne
48.8737,2.37033,Blesse leger
48.8737,2.39346,Indemne
48.8738,2.3177,Blesse leger
48.8738,2.33794,Blesse leger
48.8738,2.36301,Blesse leger
48.8738,2.40521,Blesse leger
48.8739,2.31586,Blesse leger
48.8739,2.33124,Blesse leger
48.8739,2.38529,Blesse leger
48.874,2.29728,Blesse leger
48.874,2.34428,Blesse leger
48.874,2.34606,Blesse leger
48.874,2.3584,Blesse hospitalise
48.8741,2.33724,Blesse leger
48.8741,2.33806,Blesse leger
48.8741,2.33904,Blesse leger
48.8741,2.36285,Indemne
48.8742,2.29955,Blesse leger
48.8742,2.31749,Blesse leger
48.8742,2.35854,Blesse leger
48.8743,2.29449,Tue
48.8743,2.30558,Blesse leger
48.8743,2.31793,Blesse leger
48.8743,2.33132,Blesse leger
48.8744,2.38625,Indemne
48.8745,2.3628,Blesse leger
48.8746,2.34161,Blesse leger
48.8747,2.30362,Blesse leger
48.8747,2.32004,Blesse leger
48.8748,2.33976,Indemne
48.8748,2.34136,Blesse leger
48.8749,2.27109,Blesse leger
48.8749,2.30181,Indemne
48.8749,2.30541,Indemne
48.8749,2.31846,Blesse leger
48.8749,2.35731,Blesse hospitalise
48.8749,2.35731,Blesse leger
48.875,2.30789,Blesse leger
48.875,2.30914,Blesse leger
48.875,2.32177,Blesse leger
48.875,2.35988,Indemne
48.8751,2.31011,Blesse leger
48.8751,2.37077,Blesse leger
48.8752,2.29803,Blesse leger
48.8752,2.3481,Blesse leger
48.8752,2.39533,Blesse leger
48.8753,2.34171,Indemne
48.8753,2.35092,Blesse leger
48.8753,2.36333,Blesse leger
48.8753,2.36917,Indemne
48.8753,2.37862,Blesse leger
48.8755,2.27254,Blesse leger
48.8755,2.3585,Blesse leger
48.8756,2.31881,Blesse leger
48.8756,2.32657,Blesse leger
48.8756,2.32683,Blesse leger
48.8757,2.32775,Blesse leger
48.8758,2.28866,Blesse leger
48.8758,2.34369,Blesse leger
48.876,2.34421,Blesse leger
48.876,2.4025,Blesse leger
48.8762,2.33109,Blesse leger
48.8762,2.33109,Indemne
48.8762,2.33536,Blesse leger
48.8762,2.34512,Blesse leger
48.8762,2.35611,Blesse leger
48.8762,2.40322,Blesse leger
48.8763,2.33366,Blesse leger
48.8764,2.37685,Indemne
48.8764,2.37725,Blesse leger
48.8766,2.34657,Blesse leger
48.8767,2.29716,Indemne
48.8768,2.30728,Blesse leger
48.8768,2.40638,Blesse leger
48.8769,2.28506,Blesse leger
48.8769,2.3342,Blesse leger
48.8769,2.34767,Blesse leger
48.877,2.28307,Blesse leger
48.877,2.36477,Blesse leger
48.8771,2.33717,Blesse leger
48.8772,2.40668,Blesse leger
48.8773,2.29439,Blesse leger
48.8773,2.34226,Indemne
48.8774,2.28138,Blesse leger
48.8774,2.28374,Blesse leger
48.8775,2.30971,Blesse leger
48.8776,2.33832,Blesse leger
48.8777,2.29857,Blesse leger
48.8777,2.36539,Indemne
48.8777,2.37054,Blesse leger
48.8778,2.35121,Blesse leger
48.8778,2.36159,Blesse hospitalise
48.8778,2.36159,Blesse leger
48.878,2.35211,Indemne
48.8781,2.32257,Blesse leger
48.8781,2.35125,Blesse leger
48.8781,2.40963,Blesse leger
48.8782,2.28123,Blesse leger
48.8783,2.32692,Blesse leger
48.8784,2.31553,Blesse hospitalise
48.8784,2.37423,Blesse leger
48.8784,2.37423,Indemne
48.8785,2.29471,Blesse leger
48.8785,2.31233,Blesse leger
48.8786,2.2819,Blesse leger
48.8786,2.40206,Blesse leger
48.8787,2.30091,Blesse leger
48.8787,2.36624,Blesse leger
48.8787,2.37009,Blesse leger
48.8788,2.28622,Blesse leger
48.8788,2.29341,Blesse leger
48.8789,2.37042,Blesse leger
48.8791,2.28601,Blesse leger
48.8792,2.29197,Blesse leger
48.8792,2.36673,Blesse leger
48.8793,2.30391,Indemne
48.8793,2.35334,Blesse leger
48.8793,2.36293,Indemne
48.8794,2.31429,Blesse leger
48.8795,2.35772,Blesse leger
48.8795,2.36324,Blesse leger
48.8795,2.38953,Blesse leger
48.8796,2.30499,Blesse leger
48.8796,2.327,Blesse leger
48.8796,2.35685,Blesse leger
48.8797,2.40157,Blesse leger
48.8798,2.32701,Blesse leger
48.8798,2.37041,Blesse leger
48.8799,2.30684,Blesse leger
48.88,2.28833,Blesse leger
48.88,2.35416,Blesse leger
48.88,2.36707,Blesse leger
48.8801,2.37566,Blesse leger
48.8802,2.34373,Blesse leger
48.8803,2.37418,Blesse leger
48.8804,2.37117,Blesse leger
48.8805,2.28629,Blesse leger
48.8806,2.30163,Blesse leger
48.8806,2.30907,Blesse leger
48.8806,2.36196,Blesse leger
48.8807,2.28525,Blesse leger
48.8807,2.29524,Indemne
48.8807,2.3119,Blesse leger
48.8807,2.36465,Blesse leger
48.8807,2.36583,Indemne
48.88077,2.30911,Tue
48.8808,2.28495,Blesse leger
48.8808,2.28995,Blesse leger
48.8808,2.37393,Blesse leger
48.8809,2.3678,Indemne
48.881,2.28416,Blesse leger
48.8811,2.31467,Blesse leger
48.8811,2.37039,Blesse leger
48.8811,2.37039,Indemne
48.8812,2.3153,Indemne
48.8812,2.3425,Blesse leger
48.8815,2.35134,Blesse leger
48.8816,2.31514,Indemne
48.8818,2.31963,Indemne
48.8818,2.38836,Blesse leger
48.882,2.32048,Blesse leger
48.882,2.40247,Blesse leger
48.8822,2.28604,Blesse leger
48.8822,2.30185,Indemne
48.8822,2.32171,Indemne
48.8822,2.37101,Blesse leger
48.8823,2.3682,Blesse leger
48.8823,2.37002,Blesse leger
48.8823,2.37071,Blesse leger
48.8823,2.37473,Indemne
48.8824,2.29982,Blesse leger
48.8824,2.3369,Blesse leger
48.8824,2.33791,Blesse leger
48.8824,2.34669,Indemne
48.8824,2.3687,Blesse leger
48.8824,2.38618,Blesse hospitalise
48.8825,2.33762,Indemne
48.8825,2.36918,Blesse leger
48.8826,2.31037,Blesse leger
48.8826,2.32335,Blesse leger
48.8826,2.3419,Blesse leger
48.8827,2.34394,Indemne
48.8827,2.37017,Blesse leger
48.8827,2.3899,Blesse leger
48.8827,2.39014,Blesse leger
48.8828,2.34444,Indemne
48.8828,2.37033,Blesse leger
48.883,2.32416,Blesse leger
48.883,2.38608,Blesse leger
48.883,2.38608,Indemne
48.8831,2.28749,Indemne
48.8831,2.29346,Blesse leger
48.8831,2.30822,Blesse leger
48.8831,2.32483,Blesse leger
48.8832,2.32306,Blesse leger
48.8833,2.30688,Blesse leger
48.8833,2.32715,Blesse leger
48.8833,2.32749,Blesse leger
48.8833,2.34689,Blesse leger
48.8833,2.34975,Blesse leger
48.8833,2.37221,Blesse leger
48.8834,2.34763,Blesse leger
48.8835,2.36896,Blesse leger
48.8836,2.37331,Blesse leger
48.8837,2.35036,Indemne
48.8838,2.30476,Blesse leger
48.8838,2.3393,Blesse leger
48.8838,2.35923,Blesse leger
48.8839,2.32722,Blesse leger
48.8839,2.34946,Blesse leger
48.884,2.29358,Indemne
48.884,2.3687,Blesse leger
48.8841,2.31406,Blesse leger
48.8841,2.3308,Blesse leger
48.8841,2.34946,Blesse leger
48.8841,2.36886,Blesse leger
48.8842,2.30266,Blesse leger
48.8842,2.34946,Blesse leger
48.8843,2.33001,Blesse leger
48.8843,2.35573,Blesse leger
48.8843,2.3615,Blesse hospitalise
48.8843,2.3615,Blesse leger
48.8843,2.36378,Blesse leger
48.8843,2.36412,Blesse leger
48.8843,2.36761,Blesse leger
48.8843,2.36795,Indemne
48.8843,2.37588,Blesse leger
48.8843,2.38632,Blesse hospitalise
48.8845,2.30098,Blesse leger
48.8845,2.3148,Blesse leger
48.8845,2.32911,Blesse leger
48.8845,2.35932,Blesse hospitalise
48.8845,2.35932,Blesse leger
48.8845,2.36144,Blesse leger
48.8845,2.36263,Blesse leger
48.8845,2.3642,Blesse leger
48.8845,2.36529,Blesse leger
48.8845,2.37692,Blesse leger
48.8846,2.30616,Blesse leger
48.8846,2.3295,Blesse leger
48.8846,2.34717,Blesse leger
48.8846,2.34717,Indemne
48.8847,2.30781,Blesse leger
48.8847,2.39446,Blesse leger
48.8848,2.29793,Blesse leger
48.8848,2.29838,Blesse leger
48.8848,2.31159,Indemne
48.8848,2.35932,Blesse leger
48.8849,2.32986,Indemne
48.8849,2.36985,Blesse leger
48.885,2.34948,Blesse hospitalise
48.885,2.34948,Blesse leger
48.885,2.38326,Blesse leger
48.8853,2.34948,Blesse leger
48.8853,2.37185,Blesse hospitalise
48.8854,2.29838,Blesse leger
48.8854,2.3567,Blesse leger
48.8854,2.37496,Indemne
48.8855,2.34735,Indemne
48.8855,2.34946,Blesse leger
48.8856,2.29167,Blesse hospitalise
48.8857,2.29104,Blesse leger
48.8857,2.29724,Blesse leger
48.8857,2.30867,Blesse leger
48.8857,2.31684,Blesse leger
48.8857,2.33121,Blesse leger
48.8857,2.37091,Blesse leger
48.8858,2.32635,Indemne
48.8858,2.36495,Blesse leger
48.8859,2.3822,Blesse leger
48.886,2.32291,Blesse hospitalise
48.886,2.35658,Blesse leger
48.886,2.39808,Blesse leger
48.8861,2.29251,Indemne
48.8861,2.37142,Indemne
48.8861,2.38305,Blesse leger
48.8862,2.34951,Blesse leger
48.8862,2.39647,Blesse leger
48.8865,2.36923,Blesse leger
48.8866,2.31845,Blesse leger
48.8866,2.33262,Indemne
48.8866,2.34954,Blesse leger
48.8868,2.35963,Blesse leger
48.8868,2.37224,Blesse leger
48.8868,2.38552,Blesse leger
48.8868,2.38552,Indemne
48.8869,2.32584,Indemne
48.8869,2.35194,Indemne
48.8869,2.37239,Blesse leger
48.8869,2.37784,Blesse leger
48.887,2.30462,Blesse leger
48.8871,2.37548,Indemne
48.8872,2.38076,Blesse leger
48.8873,2.31404,Indemne
48.8873,2.34955,Blesse leger
48.8873,2.35633,Blesse leger
48.8873,2.36704,Blesse leger
48.8875,2.29467,Blesse leger
48.8875,2.30743,Blesse leger
48.8876,2.36713,Indemne
48.8876,2.38032,Blesse leger
48.8877,2.32525,Blesse leger
48.8877,2.35626,Blesse leger
48.8878,2.28897,Blesse leger
48.888,2.31502,Blesse leger
48.888,2.3246,Blesse leger
48.888,2.37377,Indemne
48.8883,2.37413,Blesse leger
48.8883,2.39139,Indemne
48.8884,2.34956,Blesse leger
48.8884,2.36744,Blesse hospitalise
48.8885,2.3919,Blesse leger
48.8886,2.31562,Indemne
48.8886,2.35457,Blesse leger
48.8886,2.37919,Blesse leger
48.8886,2.39253,Blesse leger
48.8888,2.30885,Blesse leger
48.8888,2.32328,Blesse leger
48.8888,2.34958,Blesse leger
48.8888,2.3859,Blesse leger
48.8889,2.37479,Blesse leger
48.889,2.36248,Blesse leger
48.889,2.37497,Blesse hospitalise
48.8891,2.33341,Blesse leger
48.8891,2.35988,Blesse leger
48.8892,2.36259,Blesse leger
48.8892,2.39387,Blesse leger
48.8893,2.3418,Blesse leger
48.8893,2.37125,Blesse hospitalise
48.8893,2.37125,Blesse leger
48.8893,2.37125,Indemne
48.8893,2.37535,Blesse leger
48.8893,2.38367,Blesse leger
48.8893,2.38931,Blesse leger
48.8894,2.32309,Indemne
48.8894,2.37045,Indemne
48.8894,2.38091,Blesse leger
48.8896,2.36873,Indemne
48.8896,2.36906,Blesse leger
48.8897,2.36807,Blesse leger
48.8897,2.36807,Indemne
48.8898,2.34293,Blesse leger
48.8898,2.37542,Blesse leger
48.8899,2.36307,Indemne
48.8899,2.36359,Blesse hospitalise
48.8899,2.36359,Indemne
48.8899,2.37609,Blesse leger
48.89,2.33,Indemne
48.89,2.3625,Indemne
48.89,2.38741,Indemne
48.8901,2.32922,Blesse leger
48.8901,2.37736,Blesse leger
48.8901,2.37741,Indemne
48.8902,2.30456,Blesse leger
48.8902,2.35989,Blesse leger
48.8902,2.36022,Indemne
48.8903,2.30089,Blesse leger
48.8903,2.33574,Blesse leger
48.8904,2.34845,Blesse leger
48.8904,2.37283,Indemne
48.8905,2.34958,Blesse hospitalise
48.8906,2.37641,Indemne
48.8907,2.35397,Blesse hospitalise
48.8908,2.35987,Blesse leger
48.8909,2.3839,Blesse leger
48.8909,2.3839,Indemne
48.891,2.35254,Blesse leger
48.8911,2.34755,Indemne
48.8911,2.34961,Blesse leger
48.8912,2.31908,Blesse leger
48.8912,2.3516,Blesse leger
48.8913,2.36879,Blesse leger
48.8913,2.36882,Blesse leger
48.8915,2.34962,Blesse leger
48.8915,2.3517,Blesse leger
48.8917,2.33496,Indemne
48.8917,2.38017,Blesse leger
48.8918,2.30158,Blesse leger
48.892,2.34877,Blesse leger
