"","lat","long","Consequence.x","Arrondissement","an","mois","jour","Tranche_horaire","Agglomeration","intersection","Collision","Luminosite","Meteo","Route","Circulation","Profil.route","Plan.route","Surface","Lieu","Situation","Consequence.y","Genre","age","Contexte","Securite.equip","Equipement.secu","Obstacle.mobile","Choc.subi","Region"
"249",48.8467,2.27303,"Blesse leger",15,2016,"juin","samedi","Soir","En agglomeration","Hors intersection","Trois vehicules et plus - en chaine","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",16,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"250",48.8467,2.28829,"Blesse leger",15,2018,"janvier","dimanche","Soir","En agglomeration","Hors intersection","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",21,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"251",48.8467,2.28886,"Indemne",15,2018,"juin","mardi","Apres-midi","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Non renseigne","Normale","Valeur inconnue","Aucun","Indemne","Homme",42,"Non renseigne","Oui","Casque","Pieton","Avant droit","Ile-de-France"
"252",48.8467,2.39559,"Blesse leger",20,2017,"fevrier","jeudi","Matin","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Pluie legere","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Femme",31,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"253",48.8468,2.28568,"Indemne",15,2017,"aout","lundi","Apres-midi","En agglomeration","Place","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Indemne","Homme",26,"Domicile – travail ","Oui","Casque","Pieton","Avant","Ile-de-France"
"254",48.847,2.28528,"Blesse leger",15,2016,"fevrier","jeudi","Soir","En agglomeration","Place","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",42,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"255",48.847,2.32692,"Blesse leger",6,2016,"mai","vendredi","Apres-midi","En agglomeration","Intersection a plus de 4 branches","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",20,"Non renseigne","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"256",48.847,2.34061,"Blesse hospitalise",6,2016,"juillet","vendredi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Femme",71,"Domicile – travail ","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"257",48.847,2.41119,"Blesse leger",20,2018,"juillet","mardi","Apres-midi","En agglomeration","Giratoire","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Femme",49,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"258",48.8471,2.34509,"Blesse leger",5,2017,"mars","jeudi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","Valeur inconnue","Non renseigne","Non renseigne","Non renseigne","Valeur inconnue","Valeur inconnue","Blesse leger","Femme",22,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"259",48.8472,2.27917,"Blesse leger",15,2018,"juin","mercredi","Soir","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",28,"Valeur inconnue","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"260",48.8472,2.3271,"Blesse leger",6,2017,"juin","vendredi","Soir","En agglomeration","Hors intersection","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Sur trottoir","Blesse leger","Homme",30,"Non renseigne","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"261",48.8473,2.27341,"Indemne",15,2016,"septembre","mercredi","","En agglomeration","Place","Autre collision","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur accotement","Indemne","Femme",35,"Domicile – travail ","Oui","Casque","Pieton","Avant","Ile-de-France"
"262",48.8473,2.31794,"Blesse leger",6,2016,"septembre","jeudi","","En agglomeration","Hors intersection","Deux vehicules - frontale","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Non renseigne","Normale","Valeur inconnue","Sur accotement","Indemne","Homme",25,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"263",48.8473,2.31794,"Blesse leger",6,2016,"septembre","jeudi","","En agglomeration","Hors intersection","Deux vehicules - frontale","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Non renseigne","Normale","Valeur inconnue","Sur accotement","Blesse leger","Femme",46,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"264",48.8473,2.31794,"Indemne",6,2016,"septembre","jeudi","","En agglomeration","Hors intersection","Deux vehicules - frontale","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Non renseigne","Normale","Valeur inconnue","Sur accotement","Indemne","Homme",25,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"265",48.8473,2.31794,"Indemne",6,2016,"septembre","jeudi","","En agglomeration","Hors intersection","Deux vehicules - frontale","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Non renseigne","Normale","Valeur inconnue","Sur accotement","Blesse leger","Femme",46,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"266",48.8473,2.32221,"Blesse leger",6,2016,"mars","vendredi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Femme",63,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"267",48.8473,2.32791,"Blesse leger",6,2017,"novembre","mardi","","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Pluie legere","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Femme",50,"Valeur inconnue","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"268",48.8473,2.32791,"Blesse leger",6,2016,"juillet","mercredi","Soir","En agglomeration","Intersection a plus de 4 branches","Deux vehicules - par le cote","Crepuscule ou aube","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Blesse leger","Homme",16,"Non renseigne","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"269",48.8473,2.32791,"Blesse leger",6,2016,"avril","mardi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A chaussees separees","Pente","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",26,"Domicile – travail ","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"270",48.8474,2.31817,"Blesse leger",6,2017,"decembre","mercredi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par l'arriere","Plein jour","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",42,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"271",48.8474,2.40623,"Blesse leger",20,2016,"avril","jeudi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Blesse leger","Homme",17,"Domicile – ecole","Oui","Casque","Vehicule","Avant","Ile-de-France"
"272",48.8474,2.41072,"Indemne",20,2016,"novembre","jeudi","","En agglomeration","Hors intersection","Autre collision","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Partie rectiligne","Normale","Voie ferree","Sur accotement","Indemne","Femme",22,"Domicile – travail ","Oui","Casque","Pieton","Aucun","Ile-de-France"
"273",48.8475,2.40242,"Blesse leger",20,2016,"octobre","dimanche","","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",36,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"274",48.8475,2.40288,"Blesse leger",20,2017,"decembre","samedi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Crepuscule ou aube","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",21,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"275",48.8476,2.32746,"Blesse leger",6,2018,"mai","mardi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",57,"Promenade - loisirs","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"276",48.8477,2.28415,"Blesse leger",15,2017,"fevrier","mercredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A chaussees separees","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",25,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"277",48.8477,2.34004,"Blesse leger",6,2016,"mai","samedi","Apres-midi","En agglomeration","Place","Sans collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Pente","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",40,"Promenade - loisirs","Oui","Casque","Aucun","Aucun","Ile-de-France"
"278",48.8478,2.29655,"Indemne",15,2017,"avril","mercredi","Matin","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",21,"Non renseigne","Oui","Casque","Pieton","Avant","Ile-de-France"
"279",48.8478,2.32953,"Blesse leger",6,2018,"janvier","mardi","","En agglomeration","Intersection en X","Trois vehicules et plus - colisions multiples","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",41,"Valeur inconnue","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"280",48.8478,2.39057,"Blesse leger",20,2018,"mai","dimanche","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Valeur inconnue","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",28,"Promenade - loisirs","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"281",48.8478,2.39906,"Blesse hospitalise",20,2017,"mai","vendredi","Apres-midi","En agglomeration","Place","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Homme",68,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"282",48.8479,2.31939,"Indemne",6,2016,"septembre","vendredi","Soir","En agglomeration","Intersection en T","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",17,"Domicile – ecole","Oui","Casque","Pieton","Avant","Ile-de-France"
"283",48.8479,2.39779,"Blesse leger",20,2017,"janvier","jeudi","","En agglomeration","Hors intersection","Deux vehicules - frontale","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",49,"Valeur inconnue","Oui","Casque","Animal sauvage","Aucun","Ile-de-France"
"284",48.848,2.32774,"Blesse leger",6,2016,"janvier","vendredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",33,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"285",48.848,2.32774,"Blesse leger",6,2016,"fevrier","mercredi","Soir","En agglomeration","Intersection a plus de 4 branches","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",45,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"286",48.848,2.39283,"Blesse leger",20,2016,"aout","lundi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",29,"Non renseigne","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"287",48.8481,2.27061,"Blesse leger",15,2016,"juin","jeudi","","En agglomeration","Intersection a plus de 4 branches","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Sommet de côte","Partie rectiligne","Normale","Carrefour amenage","Aucun","Blesse leger","Homme",36,"Domicile – travail ","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"288",48.8481,2.29018,"Blesse leger",15,2016,"novembre","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",35,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"289",48.8481,2.29018,"Blesse leger",15,2017,"decembre","lundi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",24,"Domicile – travail ","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"290",48.8481,2.29018,"Blesse leger",15,2016,"novembre","mercredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",38,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"291",48.8481,2.32791,"Indemne",6,2016,"decembre","vendredi","Matin","En agglomeration","Intersection a plus de 4 branches","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",22,"Promenade - loisirs","Oui","Casque","Pieton","Avant","Ile-de-France"
"292",48.8481,2.3504,"Blesse leger",5,2018,"juin","mardi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Pente","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",65,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"293",48.8481,2.39335,"Blesse leger",20,2016,"aout","dimanche","Soir","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",20,"Utilisation professionnelle","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"294",48.8482,2.33101,"Indemne",6,2016,"septembre","vendredi","Soir","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Non renseigne","Non renseigne","Non renseigne","Valeur inconnue","Aucun","Indemne","Homme",24,"Domicile – ecole","Oui","Casque","Pieton","Avant","Ile-de-France"
"295",48.8483,2.29037,"Blesse leger",15,2016,"juin","mercredi","Soir","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",25,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"296",48.8483,2.3028,"Blesse leger",15,2016,"fevrier","vendredi","","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",53,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"297",48.8486,2.39435,"Blesse leger",20,2016,"septembre","jeudi","Soir","En agglomeration","Place","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","En courbe a gauche","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",34,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"298",48.8487,2.28519,"Blesse leger",15,2016,"septembre","vendredi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",10,"Promenade - loisirs","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"299",48.8487,2.33263,"Indemne",6,2018,"mars","vendredi","Soir","En agglomeration","Intersection en X","Autre collision","Crepuscule ou aube","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Indemne","Homme",33,"Valeur inconnue","Oui","Casque","Pieton","Avant","Ile-de-France"
"300",48.8488,2.29071,"Indemne",15,2018,"juin","vendredi","Soir","En agglomeration","Hors intersection","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",46,"Utilisation professionnelle","Oui","Casque","Pieton","Avant droit","Ile-de-France"
"301",48.8488,2.40125,"Tue",20,2016,"novembre","samedi","Apres-midi","En agglomeration","Hors intersection","Sans collision","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Tue","Homme",40,"Promenade - loisirs","Oui","Casque","Aucun","Cote gauche","Ile-de-France"
"302",48.849,2.30721,"Blesse leger",15,2017,"juin","vendredi","","En agglomeration","Hors intersection","Sans collision","Plein jour","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",30,"Domicile – travail ","Oui","Casque","Aucun","Avant droit","Ile-de-France"
"303",48.849,2.40772,"Blesse leger",20,2017,"juin","lundi","","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Non renseigne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",54,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"304",48.8491,2.26938,"Blesse hospitalise",15,2016,"fevrier","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse hospitalise","Femme",55,"Promenade - loisirs","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"305",48.8492,2.33596,"Blesse leger",6,2016,"decembre","mardi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",23,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"306",48.8493,2.33781,"Blesse leger",6,2017,"aout","samedi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",27,"Promenade - loisirs","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"307",48.8494,2.28155,"Blesse hospitalise",15,2018,"fevrier","jeudi","","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A chaussees separees","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Homme",19,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"308",48.8494,2.28155,"Blesse hospitalise",15,2017,"aout","mardi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Tue","Homme",50,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"309",48.8494,2.28155,"Tue",15,2018,"fevrier","jeudi","","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A chaussees separees","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Homme",19,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"310",48.8494,2.28155,"Tue",15,2017,"aout","mardi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Tue","Homme",50,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"311",48.8494,2.32914,"Blesse leger",6,2017,"novembre","dimanche","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",51,"Promenade - loisirs","Oui","Casque","Aucun","Avant","Ile-de-France"
"312",48.8494,2.39642,"Blesse leger",20,2017,"fevrier","samedi","Soir","En agglomeration","Hors intersection","Deux vehicules - frontale","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","En courbe a gauche","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Femme",59,"Promenade - loisirs","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"313",48.8494,2.40649,"Blesse leger",20,2018,"mai","samedi","Soir","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",13,"Promenade - loisirs","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"314",48.8495,2.29599,"Blesse leger",15,2016,"juin","dimanche","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Non renseigne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",24,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"315",48.8495,2.29854,"Blesse leger",15,2016,"mai","vendredi","Soir","En agglomeration","Intersection en T","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",22,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"316",48.8495,2.41128,"Blesse leger",20,2017,"mars","jeudi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",51,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"317",48.8496,2.34483,"Blesse leger",5,2017,"avril","samedi","Soir","En agglomeration","Intersection en X","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",27,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"318",48.8496,2.34483,"Blesse leger",5,2016,"aout","dimanche","Apres-midi","En agglomeration","Place","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Pente","Partie rectiligne","Normale","Valeur inconnue","Sur accotement","Indemne","Homme",18,"Promenade - loisirs","Oui","Casque","Pieton","Avant","Ile-de-France"
"319",48.8496,2.34483,"Blesse leger",5,2017,"mars","vendredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",21,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"320",48.8496,2.34483,"Indemne",5,2017,"avril","samedi","Soir","En agglomeration","Intersection en X","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",27,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"321",48.8496,2.34483,"Indemne",5,2016,"aout","dimanche","Apres-midi","En agglomeration","Place","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Pente","Partie rectiligne","Normale","Valeur inconnue","Sur accotement","Indemne","Homme",18,"Promenade - loisirs","Oui","Casque","Pieton","Avant","Ile-de-France"
"322",48.8496,2.34483,"Indemne",5,2017,"mars","vendredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",21,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"323",48.8496,2.35032,"Blesse leger",5,2016,"avril","mardi","Apres-midi","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",17,"Domicile – ecole","Oui","Casque","Aucun","Avant","Ile-de-France"
"324",48.8498,2.34896,"Blesse hospitalise",5,2017,"mars","vendredi","Soir","En agglomeration","Intersection en X","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Non renseigne","Non renseigne","Non renseigne","Valeur inconnue","Aucun","Blesse hospitalise","Homme",72,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"325",48.8498,2.34944,"Blesse leger",5,2017,"juin","mardi","Soir","En agglomeration","Intersection en T","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",45,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"326",48.8499,2.29911,"Blesse leger",15,2016,"juillet","vendredi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",42,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
